t,U,v
0.0,9.88130107099024,12.03519274376471
0.19999999999999574,9.89130107099024,12.033743293390877
0.3999999999999915,9.90130107099024,12.032434818801086
0.5999999999999872,9.91130107099024,12.031220066632107
0.799999999999983,9.92130107099024,12.030082208328336
1.0000000000000142,9.93130107099024,12.029011535513225
1.20000000000001,9.94130107099024,12.028001509660136
1.4000000000000057,9.95130107099024,12.027047339556926
1.6000000000000014,9.96130107099024,12.026145319954125
1.7999999999999972,9.97130107099024,12.025292475570406
1.999999999999993,9.98130107099024,12.024486349880778
2.1999999999999886,9.99130107099024,12.023724870720047
2.3999999999999844,10.00130107099024,12.023006260109941
2.59999999999998,10.011301070990239,12.022328971185493
2.8000000000000114,10.02130107099024,12.021691642567632
3.000000000000007,10.03130107099024,12.021093064427214
3.200000000000003,10.04130107099024,12.020532152649166
3.3999999999999986,10.05130107099024,12.020007928768468
3.5999999999999943,10.06130107099024,12.019519504119035
3.79999999999999,10.07130107099024,12.019066067122216
3.999999999999986,10.08130107099024,12.018646872958122
4.200000000000017,10.09130107099024,12.018261235074648
4.400000000000013,10.10130107099024,12.01790851813413
4.6000000000000085,10.11130107099024,12.017588132099192
4.800000000000004,10.12130107099024,12.017299527231659
5.0,10.13130107099024,12.01704218983103
5.199999999999996,10.14130107099024,12.016815638577606
5.3999999999999915,10.15130107099024,12.016619421374347
5.600000000000023,10.161301070990241,12.016453112603282
5.8000000000000185,10.171301070990241,12.016316310729087
6.000000000000014,10.18130107099024,12.016208636195364
6.20000000000001,10.19130107099024,12.016129729569219
6.400000000000006,10.20130107099024,12.016079249897697
6.600000000000001,10.21130107099024,12.016056873246008
6.799999999999997,10.22130107099024,12.01606229139248
6.999999999999993,10.23130107099024,12.0160952106593
7.199999999999989,10.24130107099024,12.016155350861407
7.40000000000002,10.251301070990241,12.01624244435866
7.600000000000016,10.26130107099024,12.016356235198561
7.799999999999976,10.271301070990239,12.016496478338746
8.000000000000007,10.28130107099024,12.016662938939955
8.200000000000003,10.29130107099024,12.016855391721467
8.399999999999999,10.30130107099024,12.0170736203721
8.599999999999994,10.31130107099024,12.017317417010776
8.79999999999999,10.32130107099024,12.017586581691406
8.999999999999986,10.33130107099024,12.017880921947533
9.200000000000017,10.34130107099024,12.018200252372743
9.400000000000013,10.35130107099024,12.01854439423328
9.600000000000009,10.36130107099024,12.018913175109791
9.800000000000004,10.37130107099024,12.019306428565438
10.0,10.38130107099024,12.019723993837923
10.199999999999996,10.39130107099024,12.020165715553295
10.399999999999991,10.40130107099024,12.02063144345955
10.600000000000023,10.411301070990241,12.021121032178346
10.799999999999983,10.42130107099024,12.021634340973261
11.000000000000014,10.43130107099024,12.022171233533205
11.199999999999974,10.441301070990239,12.022731577769747
11.400000000000006,10.45130107099024,12.023315245627217
11.600000000000001,10.46130107099024,12.023922112904588
11.800000000000033,10.471301070990242,12.02455205908819
12.000000000000028,10.481301070990241,12.025204967194458
12.199999999999989,10.49130107099024,12.025880723621915
12.40000000000002,10.501301070990241,12.02657921801175
12.59999999999998,10.511301070990239,12.02730034311632
12.800000000000011,10.52130107099024,12.028043994675038
13.000000000000007,10.53130107099024,12.028810071297103
13.200000000000003,10.54130107099024,12.029598474350617
13.399999999999999,10.55130107099024,12.030409107857624
13.599999999999994,10.56130107099024,12.031241878394683
13.800000000000026,10.571301070990241,12.032096694998627
14.000000000000021,10.581301070990241,12.032973469077122
14.200000000000017,10.59130107099024,12.033872114323762
14.400000000000013,10.60130107099024,12.034792546637378
14.600000000000009,10.61130107099024,12.035734684045318
14.800000000000004,10.62130107099024,12.036698446630423
15.0,10.63130107099024,12.037683756461517
15.200000000000067,10.641301070990243,12.03869053752715
15.399999999999991,10.65130107099024,12.03971871567244
15.600000000000023,10.661301070990241,12.040768218538801
15.800000000000018,10.671301070990241,12.041838975506415
15.999999999999979,10.681301070990239,12.042930917639273
16.200000000000045,10.691301070990242,12.044043977632647
16.400000000000006,10.70130107099024,12.04517808976285
16.6,10.71130107099024,12.046333189839176
16.79999999999996,10.721301070990238,12.047509215157875
16.999999999999993,10.73130107099024,12.048706104458077
17.200000000000024,10.741301070990241,12.049923797879543
17.40000000000002,10.751301070990241,12.051162236922156
17.600000000000016,10.76130107099024,12.052421364407069
17.800000000000047,10.771301070990242,12.053701124439394
18.000000000000007,10.78130107099024,12.05500146237241
18.20000000000004,10.791301070990242,12.056322324773138
18.4,10.80130107099024,12.057663659389286
18.59999999999996,10.811301070990238,12.059025415117462
18.800000000000026,10.821301070990241,12.060407541972578
18.999999999999986,10.83130107099024,12.061809991058432
19.19999999999998,10.841301070990239,12.063232714539371
19.400000000000013,10.85130107099024,12.064675665613013
19.60000000000001,10.86130107099024,12.066138798483944
19.800000000000004,10.87130107099024,12.067622068338398
20.000000000000036,10.881301070990242,12.069125431319813
20.199999999999996,10.89130107099024,12.070648844505271
20.39999999999999,10.90130107099024,12.07219226588277
20.600000000000023,10.911301070990241,12.073755654329258
20.80000000000002,10.921301070990241,12.075338969589469
20.999999999999943,10.931301070990237,12.076942172255434
21.200000000000045,10.941301070990242,12.078565223746724
21.400000000000006,10.95130107099024,12.080208086291321
21.6,10.96130107099024,12.081870722907155
21.800000000000033,10.971301070990242,12.083553097384224
21.999999999999993,10.98130107099024,12.085255174267305
22.19999999999999,10.99130107099024,12.086976918839238
22.400000000000055,11.001301070990243,12.088718297104714
22.600000000000016,11.01130107099024,12.090479275774607
22.799999999999976,11.021301070990239,12.092259822250787
23.000000000000007,11.03130107099024,12.0940599046114
23.200000000000003,11.04130107099024,12.095879491596623
23.400000000000034,11.051301070990242,12.09771855259483
23.599999999999994,11.06130107099024,12.099577057629208
23.799999999999955,11.071301070990238,12.101454977344744
23.999999999999986,11.08130107099024,12.103352282995639
24.200000000000017,11.09130107099024,12.105268946433059
24.399999999999977,11.101301070990239,12.107204940093276
24.60000000000001,11.11130107099024,12.109160236986135
24.800000000000004,11.12130107099024,12.11113481068387
25.0,11.13130107099024,12.113128635310233
25.199999999999996,11.14130107099024,12.115141685529931
25.400000000000027,11.151301070990241,12.11717393653838
25.600000000000023,11.161301070990241,12.119225364051719
25.80000000000002,11.171301070990241,12.12129594429713
26.000000000000014,11.18130107099024,12.123385654003409
26.20000000000001,11.19130107099024,12.1254944703918
26.40000000000004,11.201301070990242,12.127622371167089
26.6,11.21130107099024,12.12976933450892
26.800000000000068,11.221301070990243,12.131935339063363
27.00000000000003,11.231301070990241,12.1341203639347
27.200000000000024,11.241301070990241,12.136324388677428
27.40000000000002,11.251301070990241,12.138547393288473
27.60000000000005,11.261301070990243,12.140789358199614
27.80000000000001,11.27130107099024,12.143050264270089
28.000000000000043,11.281301070990242,12.14533009277941
28.200000000000074,11.291301070990244,12.147628825420357
28.4,11.30130107099024,12.149946444292132
28.60000000000003,11.311301070990242,12.15228293189372
28.800000000000026,11.321301070990241,12.154638271117388
29.000000000000057,11.331301070990243,12.157012445242362
29.200000000000053,11.341301070990243,12.159405437928648
29.40000000000005,11.351301070990242,12.161817233211025
29.600000000000044,11.361301070990242,12.164247815493168
29.80000000000004,11.371301070990242,12.16669716954192
30.000000000000036,11.381301070990242,12.169165280481703
30.20000000000003,11.391301070990242,12.171652133789063
30.39999999999999,11.40130107099024,12.174157715287349
30.600000000000023,11.411301070990241,12.176682011141512
30.80000000000002,11.421301070990241,12.179225007853029
31.000000000000014,11.43130107099024,12.181786692254953
31.200000000000045,11.441301070990242,12.184367051507067
31.400000000000006,11.45130107099024,12.186966073091163
31.600000000000072,11.461301070990244,12.189583744806422
31.799999999999997,11.47130107099024,12.192220054764892
32.00000000000003,11.481301070990241,12.194874991387103
32.20000000000006,11.491301070990243,12.19754854339773
32.40000000000002,11.501301070990241,12.200240699821402
32.600000000000016,11.51130107099024,12.202951449978578
32.80000000000001,11.52130107099024,12.205680783481519
33.00000000000001,11.53130107099024,12.20842869023036
33.200000000000074,11.541301070990244,12.21119516040926
33.4,11.55130107099024,12.213980184482628
33.60000000000003,11.561301070990242,12.216783753191462
33.800000000000026,11.571301070990241,12.21960585754973
34.00000000000002,11.581301070990241,12.222446488840855
34.20000000000002,11.59130107099024,12.225305638614264
34.40000000000001,11.60130107099024,12.228183298682023
34.60000000000008,11.611301070990244,12.231079461115526
34.80000000000004,11.621301070990242,12.23399411824227
35.00000000000011,11.631301070990245,12.236927262642691
35.19999999999996,11.641301070990238,12.239878887147068
35.39999999999999,11.65130107099024,12.242848984832495
35.60000000000006,11.661301070990243,12.245837549019907
35.800000000000054,11.671301070990243,12.248844573271171
36.000000000000014,11.68130107099024,12.251870051386256
36.200000000000045,11.691301070990242,12.254913977400427
36.399999999999935,11.701301070990237,12.257976345581524
36.60000000000004,11.711301070990242,12.26105715042729
36.80000000000003,11.721301070990242,12.264156386662732
37.00000000000003,11.731301070990241,12.267274049237582
37.19999999999999,11.74130107099024,12.270410133323754
37.40000000000009,11.751301070990245,12.273564634312901
37.60000000000005,11.761301070990243,12.276737547813974
37.799999999999976,11.771301070990239,12.279928869650881
38.00000000000004,11.781301070990242,12.283138595860148
38.20000000000004,11.791301070990242,12.286366722688644
38.40000000000007,11.801301070990244,12.289613246591362
38.599999999999994,11.81130107099024,12.292878164229213
38.800000000000026,11.821301070990241,12.296161472466908
38.999999999999986,11.83130107099024,12.299463168370828
39.20000000000005,11.841301070990243,12.302783249206982
39.400000000000155,11.851301070990248,12.306121712438973
39.60000000000001,11.86130107099024,12.309478555726017
39.80000000000004,11.871301070990242,12.31285377692101
40.00000000000011,11.881301070990245,12.316247374068599
40.20000000000007,11.891301070990243,12.319659345403327
40.40000000000006,11.901301070990243,12.323089689347787
40.60000000000002,11.911301070990241,12.326538404510831
40.800000000000054,11.921301070990243,12.330005489685789
41.000000000000014,11.93130107099024,12.333490943848744
41.199999999999974,11.941301070990239,12.336994766156831
41.40000000000008,11.951301070990244,12.340516955946562
41.599999999999966,11.961301070990238,12.344057512732183
41.799999999999926,11.971301070990236,12.347616436204083
41.99999999999999,11.98130107099024,12.351193726227198
42.200000000000024,11.991301070990241,12.354789382839463
42.40000000000002,12.001301070990241,12.358403406250307
42.59999999999998,12.011301070990239,12.362035796839137
42.799999999999976,12.021301070990239,12.365686555153893
42.99999999999997,12.031301070990239,12.369355681909594
43.2,12.04130107099024,12.373043177986938
43.39999999999993,12.051301070990236,12.376749044430904
43.599999999999994,12.06130107099024,12.380473282449397
43.800000000000026,12.071301070990241,12.38421589341191
43.999999999999986,12.08130107099024,12.387976878848209
44.199999999999946,12.091301070990237,12.391756240447044
44.399999999999906,12.101301070990235,12.39555398005489
44.59999999999994,12.111301070990237,12.399370099674695
44.79999999999993,12.121301070990237,12.40320460146466
44.99999999999993,12.131301070990236,12.407057487737044
45.199999999999996,12.14130107099024,12.410928760956985
45.399999999999956,12.151301070990238,12.414818423741341
45.59999999999988,12.161301070990234,12.41872647885756
45.79999999999991,12.171301070990236,12.422652929222558
45.99999999999994,12.181301070990237,12.426597777901623
46.19999999999994,12.191301070990237,12.430561028107345
46.399999999999935,12.201301070990237,12.434542683198547
46.599999999999895,12.211301070990235,12.438542746679259
46.799999999999855,12.221301070990233,12.442561222197693
46.999999999999886,12.231301070990234,12.446598113545235
47.19999999999995,12.241301070990238,12.450653424655467
47.39999999999988,12.251301070990234,12.454727159603195
47.5999999999998,12.26130107099023,12.458819322603501
47.799999999999905,12.271301070990235,12.462929918010815
47.9999999999999,12.281301070990235,12.46705895031798
48.199999999999896,12.291301070990235,12.471206424155376
48.39999999999986,12.301301070990233,12.47537234429001
48.59999999999982,12.31130107099023,12.479556715624664
48.799999999999955,12.321301070990238,12.483759543197037
48.99999999999988,12.331301070990234,12.487980832178888
49.199999999999875,12.341301070990234,12.49222058787524
49.39999999999994,12.351301070990237,12.49647881572355
49.5999999999999,12.361301070990235,12.500755521292918
49.79999999999983,12.371301070990231,12.505050710283303
49.99999999999986,12.381301070990233,12.50936438852476
50.19999999999978,12.39130107099023,12.513696561976676
50.399999999999814,12.40130107099023,12.518047236727043
50.59999999999981,12.41130107099023,12.522416418991709
50.799999999999805,12.42130107099023,12.526804115113675
50.99999999999987,12.431301070990234,12.531210331562399
51.19999999999983,12.441301070990232,12.535635074933081
51.399999999999864,12.451301070990233,12.540078351946011
51.599999999999824,12.461301070990231,12.544540169445881
51.79999999999971,12.471301070990226,12.549020534401148
51.999999999999815,12.48130107099023,12.553519453903375
52.19999999999974,12.491301070990227,12.558036935166607
52.399999999999736,12.501301070990227,12.56257298552675
52.59999999999984,12.511301070990232,12.56712761244096
52.7999999999998,12.52130107099023,12.571700823487038
52.99999999999972,12.531301070990226,12.576292626362855
53.19999999999979,12.54130107099023,12.580903028885768
53.39999999999975,12.551301070990228,12.58553203899204
53.59999999999964,12.561301070990222,12.590179664736306
53.79999999999967,12.571301070990224,12.59484591429101
53.9999999999997,12.581301070990225,12.59953079594587
54.19999999999977,12.591301070990228,12.604234318107352
54.39999999999973,12.601301070990226,12.60895648929815
54.59999999999969,12.611301070990224,12.613697318156682
54.799999999999756,12.621301070990228,12.618456813436588
54.99999999999979,12.63130107099023,12.623234984006237
55.19999999999982,12.641301070990231,12.628031838848248
55.39999999999967,12.651301070990224,12.632847387059012
55.599999999999774,12.661301070990229,12.63768163784825
55.79999999999966,12.671301070990223,12.642534600538522
55.99999999999973,12.681301070990227,12.647406284564815
56.19999999999976,12.691301070990228,12.65229669947408
56.39999999999958,12.701301070990219,12.657205854924811
56.59999999999972,12.711301070990226,12.66213376068664
56.799999999999784,12.72130107099023,12.667080426639886
56.99999999999964,12.731301070990222,12.672045862775171
57.19999999999963,12.741301070990222,12.677030079193042
57.3999999999997,12.751301070990225,12.682033086103536
57.599999999999625,12.761301070990221,12.687054893825826
57.79999999999973,12.771301070990226,12.692095512787846
57.99999999999969,12.781301070990224,12.697154953525905
58.19999999999961,12.79130107099022,12.702233226684342
58.39999999999964,12.801301070990222,12.70733034301517
58.5999999999996,12.81130107099022,12.712446313377718
58.7999999999996,12.82130107099022,12.717581148738308
58.99999999999963,12.831301070990222,12.722734860169904
59.19999999999959,12.84130107099022,12.7279074588518
59.39999999999969,12.851301070990225,12.733098956069298
59.59999999999955,12.861301070990217,12.738309363213379
59.79999999999961,12.87130107099022,12.74353869178043
59.99999999999968,12.881301070990224,12.748786953371905
60.19999999999957,12.891301070990218,12.754054159694057
60.39999999999971,12.901301070990225,12.759340322557652
60.5999999999997,12.911301070990225,12.764645453877662
60.79999999999963,12.921301070990221,12.76996956567302
60.99999999999948,12.931301070990214,12.77531267006633
61.19999999999955,12.941301070990217,12.780674779283629
61.399999999999615,12.95130107099022,12.78605590565409
61.599999999999504,12.961301070990215,12.791456061609798
61.799999999999535,12.971301070990217,12.796875259685518
61.99999999999953,12.981301070990217,12.80231351251841
